sample_type,province,location,season,lon,lat,antibiotic,median_concentration,concentration_unit,sample_year,reference_number
soil,Shanxi,Shanxi Taiyuan Xiaodian district,NA,112.564306,37.742941,Sulfadimidine,1.034,ng/g,NA,33
soil,Shanxi,Shanxi Taiyuan Xiaodian district,NA,112.564306,37.742941,Sulfamerazine,0.418,ng/g,NA,33
soil,Shanxi,Shanxi Taiyuan Xiaodian district,NA,112.564306,37.742941,Sulfameter,0.482,ng/g,NA,33
soil,Shanxi,Shanxi Taiyuan Xiaodian district,NA,112.564306,37.742941,Sulfamethoxazole,7.148000000000001,ng/g,NA,33
soil,Shanxi,Shanxi Taiyuan Xiaodian district,NA,112.564306,37.742941,Sulfamethoxypyridazine,0.434,ng/g,NA,33
soil,Shanxi,Shanxi Taiyuan Xiaodian district,NA,112.564306,37.742941,Sulfapyridine,0.4779999999999999,ng/g,NA,33
soil,Shanxi,Shanxi Taiyuan Xiaodian district,NA,112.564306,37.742941,Tetracycline,3.264,ng/g,NA,33
soil,Sichuan,Sichuan,8,102.416667,30.16666,Azithromycin,11.34,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Chlortetracycline,21.46,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Ciprofloxacin,5.97,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Danofloxacin,0.22,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Doxycycline,12.5,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Enrofloxacin,6.54,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Florfenicol,0.06,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Oxytetracycline,37.1,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Sarafloxacin,0.06,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Sulfadiazine,0.01,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Sulfadimidine,0.11,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Sulfamethoxazole,0.56,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Sulfamonomethoxine,0.71,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Sulfaquinoxaline,1.22,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Tetracycline,11.69,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Tilmicosin,0.42,ng/g,2016,147
soil,Sichuan,Sichuan,8,102.416667,30.16666,Tylosin,0.48,ng/g,2016,147
soil,Tianjin,Tianjin,11,117.200983,39.084158,Chloramphenicol,0.6000000000000001,ng/g,2007,6
soil,Tianjin,Tianjin,11,117.200983,39.084158,Chlortetracycline,556.05,ng/g,2007,6
soil,Tianjin,Tianjin,11,117.200983,39.084158,Ciprofloxacin,20.200000000000003,ng/g,2007,6
soil,Tianjin,Tianjin,11,117.200983,39.084158,Lincomycin,6.3999999999999995,ng/g,2007,6
soil,Tianjin,Tianjin,11,117.200983,39.084158,Oxytetracycline,1403.5,ng/g,2007,6
soil,Tianjin,Tianjin,11,117.200983,39.084158,Sulfachloropyridazine,1.9,ng/g,2007,6
soil,Tianjin,Tianjin,11,117.200983,39.084158,Sulfadimidine,0.5,ng/g,2007,6
soil,Tianjin,Tianjin,11,117.200983,39.084158,Sulfadoxine,5.1499999999999995,ng/g,2007,6
soil,Tianjin,Tianjin,11,117.200983,39.084158,Tetracycline,62.95,ng/g,2007,6
soil,Tianjin,Tianjin,5,117.200983,39.084158,Ciprofloxacin,0.8,ng/g,2008,6
soil,Tianjin,Tianjin,5,117.200983,39.084158,Ofloxacin,1.1,ng/g,2008,6
soil,Tianjin,Tianjin,5,117.200983,39.084158,Sulfachloropyridazine,0.18,ng/g,2008,6
soil,Tianjin,Tianjin,5,117.200983,39.084158,Sulfadimidine,0.03,ng/g,2008,6
soil,Tianjin,Tianjin,5,117.200983,39.084158,Tetracycline,2.5,ng/g,2008,6
soil,Tianjin,Tianjin,6,117.200983,39.084158,Chlortetracycline,1520.6,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Ciprofloxacin,32.87647058823529,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Doxycycline,159.07647058823528,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Enrofloxacin,32.352941176470594,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Erythromycin,1.023529411764706,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Furazolidone,5.270588235294118,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Ofloxacin,15.964705882352945,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Oxytetracycline,124.80000000000004,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Roxithromycin,14.32941176470588,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Sulfachloropyridazine,20.91764705882353,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Sulfadiazine,0.18823529411764703,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Sulfadimidine,42.97058823529412,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Sulfamethoxazole,12.323529411764705,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Sulfamonomethoxine,1.7058823529411762,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Tetracycline,23.22941176470588,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Trimethoprim,15.241176470588233,ng/g,2013,178
soil,Tianjin,Tianjin,6,117.200983,39.084158,Tylosin,8.147058823529413,ng/g,2013,178
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Chlortetracycline,8.5,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Ciprofloxacin,7,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Enrofloxacin,29,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Norfloxacin,43,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Ofloxacin,52,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Oxytetracycline,13.5,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Sulfachloropyridazine,2.25,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Sulfadimethoxine,0.75,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Sulfadimidine,0.75,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Sulfafurazole,2.25,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Sulfamethoxazole,1.25,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Sulfamethoxypyridazine,0.75,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Sulfapyridine,1.25,ng/g,NA,165
soil,Tianjin,Tianjin,NA,117.200983,39.084158,Tetracycline,11.5,ng/g,NA,165
soil,Tianjin,Tianjin Beichen district Qingguang,5,117.059698,39.197212,Chlortetracycline,164.2,ng/g,2012,199
soil,Tianjin,Tianjin Beichen district Qingguang,5,117.059698,39.197212,Tetracycline,19.95,ng/g,2012,199
soil,Tianjin,Tianjin Wuqing district Damengzhuang,5,116.990858,39.527137,Chlortetracycline,10.22,ng/g,2012,199
soil,Tianjin,Tianjin Wuqing district Damengzhuang,5,116.990858,39.527137,Oxytetracycline,22.9,ng/g,2012,199
soil,Tianjin,Tianjin Wuqing district Damengzhuang,5,116.990858,39.527137,Tetracycline,28.25,ng/g,2012,199
soil,Tianjin,Tianjin Wuqing district Shigezhuang,5,116.905606,39.299429,Chlortetracycline,41.5,ng/g,2012,199
soil,Tianjin,Tianjin Wuqing district Shigezhuang,5,116.905606,39.299429,Tetracycline,11.5,ng/g,2012,199
soil,Tianjin,Tianjin Xiqing district Xinkou,5,116.952118,39.091341,Chlortetracycline,29,ng/g,2012,199
soil,Tianjin,Tianjin Xiqing district Xinkou,5,116.952118,39.091341,Oxytetracycline,6.4,ng/g,2012,199
soil,Tianjin,Tianjin Xiqing district Xinkou,5,116.952118,39.091341,Tetracycline,68.2,ng/g,2012,199
soil,Tibet,"Shenzha town soil (urban sewage receiving area, SS14)",8,NA,NA,Norfloxacin,38.48,ng/g,2020,NEW_TIBET_HOU_2021
soil,Tibet,"Shenzha town soil (urban sewage receiving area, SS14)",8,NA,NA,Roxithromycin,41.04,ng/g,2020,NEW_TIBET_HOU_2021
soil,Yunnan,"Pig family farms, Erhai Lake basin",NA,NA,NA,Oxytetracycline,19380,ng/g,2020,CAND_YUNNAN_ERHAI_2020
soil,Yunnan,Yunnan Dali,NA,100.267638,25.606486,Chlortetracycline,7.906666666666665,ng/g,NA,80
soil,Yunnan,Yunnan Dali,NA,100.267638,25.606486,Doxycycline,15.300000000000002,ng/g,NA,80
soil,Yunnan,Yunnan Dali,NA,100.267638,25.606486,Flumequine,0.09333333333333332,ng/g,NA,80
soil,Yunnan,Yunnan Dali,NA,100.267638,25.606486,Oxytetracycline,1.6133333333333333,ng/g,NA,80
soil,Yunnan,Yunnan Dali,NA,100.267638,25.606486,Penicillin G,0.26,ng/g,NA,80
soil,Yunnan,Yunnan Dali,NA,100.267638,25.606486,Sulfamonomethoxine,0.00666666666666666,ng/g,NA,80
soil,Yunnan,Yunnan Dali,NA,100.267638,25.606486,Sulfaquinoxaline,0.00666666666666666,ng/g,NA,80
soil,Yunnan,Yunnan Dali,NA,100.267638,25.606486,Tetracycline,0.17333333333333334,ng/g,NA,80
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Chlortetracycline,2.4,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Ciprofloxacin,3.4,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Doxycycline,3,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Enrofloxacin,1.7,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Norfloxacin,4.6,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Ofloxacin,5.5,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Oxytetracycline,12.5,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Roxithromycin,1.1,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Sulfachloropyridazine,0.1,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Sulfadimidine,0.1,ng/g,2012,86
soil,Yunnan,Yunnan Kunming Jinning,NA,102.595412,24.66974,Tetracycline,2,ng/g,2012,86
soil,Zhejiang,Zhejiang Hangzhou,NA,120.15507,30.274084,Chlortetracycline,1.725,ng/g,NA,103
soil,Zhejiang,Zhejiang Hangzhou,NA,120.15507,30.274084,Enrofloxacin,8.375,ng/g,NA,103
soil,Zhejiang,Zhejiang Hangzhou,NA,120.15507,30.274084,Oxytetracycline,33.8,ng/g,NA,103
soil,Zhejiang,Zhejiang Hangzhou,NA,120.15507,30.274084,Sulfadiazine,1.3,ng/g,NA,103
soil,Zhejiang,Zhejiang Hangzhou,NA,120.15507,30.274084,Sulfadimidine,2.1,ng/g,NA,103
soil,Zhejiang,Zhejiang Hangzhou,NA,120.15507,30.274084,Sulfamethoxazole,1.5,ng/g,NA,103
soil,Zhejiang,Zhejiang Hangzhou,NA,120.15507,30.274084,Tetracycline,4.7,ng/g,NA,103
soil,Zhejiang,Zhejiang Hangzhou,NA,120.15507,30.274084,Tylosin,3.4749999999999996,ng/g,NA,103
soil,Zhejiang,Zhejiang Hangzhou Fuyang district,3,119.983333,30.05,Chlortetracycline,0.63,ng/g,2011,195
soil,Zhejiang,Zhejiang Hangzhou Fuyang district,3,119.983333,30.05,Doxycycline,0.53,ng/g,2011,195
soil,Zhejiang,Zhejiang Hangzhou Fuyang district,3,119.983333,30.05,Oxytetracycline,0.6950000000000001,ng/g,2011,195
soil,Zhejiang,Zhejiang Hangzhou Fuyang district,3,119.983333,30.05,Tetracycline,0.79,ng/g,2011,195
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Cephalexin,0.5828571428571429,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Chlortetracycline,1.5457142857142856,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Doxycycline,1.2042857142857142,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Florfenicol,0.78,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Ofloxacin,0.25,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Oxytetracycline,0.32857142857142857,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Sulfadiazine,1.1185714285714283,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Sulfadimidine,0.10857142857142855,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Sulfamethoxazole,0.00428571428571428,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Tetracycline,0.2385714285714286,ng/g,2010,184
soil,Zhejiang,Zhejiang Hangzhou Yuhang district,4,119.866667,30.3,Thiamphenicol,0.6685714285714285,ng/g,2010,184
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Chlortetracycline,9.88,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Ciprofloxacin,0.5271428571428571,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Doxycycline,1.7457142857142858,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Enrofloxacin,0.2471428571428571,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Erythromycin,0.08,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Norfloxacin,0.3485714285714286,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Ofloxacin,0.7157142857142856,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Oxytetracycline,1.9342857,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Sulfadimidine,1.4528571428571428,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Sulfamerazine,1.742857142857143,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Sulfamethoxazole,1.6614285714285713,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Tetracycline,2.551428571428571,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district,8,121.295333,29.7485,Tylosin,1.4214285714285713,ng/g,2017,79
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Chlortetracycline,2.255,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Ciprofloxacin,0.315,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Clarithromycin,0.009,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Danofloxacin,0.012,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Difloxacin,0.044,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Doxycycline,0.236,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Enrofloxacin,0.11,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Erythromycin,0.071,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Flumequine,0.008,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Lomefloxacin,0.33,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Norfloxacin,0.484,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Ofloxacin,0.085,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Oxolinic Acid,0.006500000000000001,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Oxytetracycline,2.383,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Pefloxacin,0.068,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Roxithromycin,0.007,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Sarafloxacin,0.033,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Spiramycin,0.004,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Sulfachloropyridazine,0.013999999999999999,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Sulfadimidine,0.041,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Sulfafurazole,0.022,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Sulfamethizole,0.014,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Sulfamethoxazole,0.006,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Tetracycline,1.768,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi basin,7,121.318238,29.802716,Tylosin,0.012,ng/g dw,2016,113
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Chlortetracycline,45.24939024390244,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Ciprofloxacin,2.9928048780487804,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Clarithromycin,0.5590243902439025,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Difloxacin,2.1389024390243905,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Doxycycline,8.956463414634145,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Enrofloxacin,1.050121951219512,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Erythromycin,1.3664634146341463,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Lomefloxacin,1.570121951219512,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Norfloxacin,3.0040243902439028,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Ofloxacin,3.568292682926829,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Oxolinic Acid,0.17658536585365855,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Oxytetracycline,6.965975609756098,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Roxithromycin,0.2726829268292683,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Spiramycin,0.2607317073170732,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Sulfachloropyridazine,0.00512195121951219,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Sulfadimidine,0.0824390243902439,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Sulfamethizole,0.01536585365853658,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Sulfamethoxazole,0.16439024390243903,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Tetracycline,11.252926829268294,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,1,121.275,29.8,Tylosin,0.5496341463414635,ng/g,2017,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Chlortetracycline,15.299756097560977,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Ciprofloxacin,1.033780487804878,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Clarithromycin,0.01,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Danofloxacin,0.035,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Difloxacin,0.04792682926829269,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Doxycycline,2.5797560975609755,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Enrofloxacin,0.43036585365853663,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Erythromycin-H2O,0.08231707317073171,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Lomefloxacin,0.16902439024390245,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Norfloxacin,0.9817073170731708,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Ofloxacin,1.5403658536585365,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Oxolinic Acid,0.03341463414634146,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Oxytetracycline,1.2190243902439024,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Pefloxacin,0.21585365853658536,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Roxithromycin,0.02963414634146341,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Sarafloxacin,0.03512195121951219,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Spiramycin,0.01741463414634146,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Sulfadimidine,0.02048780487804878,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Sulfamethizole,0.01268292682926829,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Sulfamethoxazole,0.00582926829268292,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Tetracycline,0.9065853658536585,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Haishu district Zhangxi catchment,7,121.275,29.8,Tylosin,0.01512195121951219,ng/g,2016,156
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,1,121.275,29.8,Chlortetracycline,80.64,ng/g,2017,26
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,1,121.275,29.8,Ciprofloxacin,5.87,ng/g,2017,26
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,1,121.275,29.8,Enrofloxacin,1.77,ng/g,2017,26
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,1,121.275,29.8,Lomefloxacin,1.5,ng/g,2017,26
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,1,121.275,29.8,Norfloxacin,6.59,ng/g,2017,26
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,7,121.275,29.8,Chlortetracycline,56.38,ng/g,2016,26
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,7,121.275,29.8,Ciprofloxacin,1.69,ng/g,2016,26
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,7,121.275,29.8,Enrofloxacin,0.38,ng/g,2016,26
soil,Zhejiang,Zhejiang Ningbo Zhangxi watershed,7,121.275,29.8,Norfloxacin,1.24,ng/g,2016,26
soil,Zhejiang,Zhejiang North Zhejiang,NA,120.152791,30.267446,Chlortetracycline,0.046,ng/g,NA,3
soil,Zhejiang,Zhejiang North Zhejiang,NA,120.152791,30.267446,Oxytetracycline,0.11675,ng/g,NA,3
soil,Zhejiang,Zhejiang North Zhejiang,NA,120.152791,30.267446,Tetracycline,0.042,ng/g,NA,3
soil,Zhejiang,Zhejiang Yangtze river Delta,6,120.357677,30.914756,Ciprofloxacin,27.7,ng/g,2014,108
soil,Zhejiang,Zhejiang Yangtze river Delta,6,120.357677,30.914756,Doxycycline,13.9,ng/g,2014,108
soil,Zhejiang,Zhejiang Yangtze river Delta,6,120.357677,30.914756,Enrofloxacin,3.98,ng/g,2014,108
soil,Zhejiang,Zhejiang Yangtze river Delta,6,120.357677,30.914756,Norfloxacin,11.2,ng/g,2014,108
soil,Zhejiang,Zhejiang Yangtze river Delta,6,120.357677,30.914756,Ofloxacin,5.86,ng/g,2014,108
soil,Zhejiang,Zhejiang Yangtze river Delta,6,120.357677,30.914756,Oxytetracycline,18.9,ng/g,2014,108
