sample_type,matrix,province,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
soil,soil,Henan,2016,Sulfamonomethoxine,Sulfonamides,0.71,1.78,ng/g,147
soil,soil,Henan,2016,Sulfamonomethoxine,Sulfonamides,11.02,93.97000000000001,ng/g,53
soil,soil,Henan,2016,Sulfaquinoxaline,Sulfonamides,1.22,15.39,ng/g,147
soil,soil,Henan,2016,Tetracycline,Tetracyclines,11.69,60.44,ng/g,147
soil,soil,Henan,2016,Tilmicosin,Macrolides,0.42,3.1,ng/g,147
soil,soil,Henan,2016,Tylosin,Macrolides,0.48,2.46,ng/g,147
soil,soil,Henan,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Henan,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Henan,NA,Doxycycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Henan,NA,Enrofloxacin,Fluoroquinolones,318,NA,ng/g,83
soil,soil,Henan,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Henan,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Henan,NA,Ofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Henan,NA,Oxytetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Henan,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,NA,Sulfaguanidine,Sulfonamides,399,NA,ng/g,83
soil,soil,Henan,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,NA,Tetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Henan,NA,Tylosin,Macrolides,3170,NA,ng/g,83
soil,soil,Hubei,2014,Azithromycin,Macrolides,0.8,1.1,ng/g,109
soil,soil,Hubei,2014,Chlortetracycline,Tetracyclines,11.6,28.9,ng/g,109
soil,soil,Hubei,2014,Ciprofloxacin,Fluoroquinolones,22.8,39.3,ng/g,109
soil,soil,Hubei,2014,Clarithromycin,Macrolides,0.7,1,ng/g,109
soil,soil,Hubei,2014,Doxycycline,Tetracyclines,18.2,70.8,ng/g,109
soil,soil,Hubei,2014,Enrofloxacin,Fluoroquinolones,17.6,33.7,ng/g,109
soil,soil,Hubei,2014,Erythromycin,Macrolides,6.6,20.8,ng/g,109
soil,soil,Hubei,2014,Lomefloxacin,Fluoroquinolones,7.4,15.5,ng/g,109
soil,soil,Hubei,2014,Norfloxacin,Fluoroquinolones,35.4,54.4,ng/g,109
soil,soil,Hubei,2014,Oxytetracycline,Tetracyclines,25,35.5,ng/g,109
soil,soil,Hubei,2014,Roxithromycin,Macrolides,1.1,1.1,ng/g,109
soil,soil,Hubei,2014,Sulfadiazine,Sulfonamides,1.6,2.5,ng/g,109
soil,soil,Hubei,2014,Sulfamethoxazole,Sulfonamides,2.7,3.5,ng/g,109
soil,soil,Hubei,2015,Chlortetracycline,Tetracyclines,20.47,127.28,ng/g,149
soil,soil,Hubei,2015,Doxycycline,Tetracyclines,0.3,2.45,ng/g,149
soil,soil,Hubei,2015,Enrofloxacin,Fluoroquinolones,43.25,145.13,ng/g,149
soil,soil,Hubei,2015,Norfloxacin,Fluoroquinolones,3.85,19.83,ng/g,149
soil,soil,Hubei,2015,Ofloxacin,Fluoroquinolones,28.83,74.76,ng/g,149
soil,soil,Hubei,2015,Oxytetracycline,Tetracyclines,6.64,22.14,ng/g,149
soil,soil,Hubei,2015,Sulfadiazine,Sulfonamides,4.09,24.52,ng/g,149
soil,soil,Hubei,2015,Sulfadimidine,Sulfonamides,2.9,7.37,ng/g,149
soil,soil,Hubei,2015,Sulfadimidine,Sulfonamides,37.86,198.44,ng/g,149
soil,soil,Hubei,2015,Sulfameter,Sulfonamides,38.98,192.34,ng/g,149
soil,soil,Hubei,2015,Tetracycline,Tetracyclines,25.87,81.81,ng/g,149
soil,soil,Hubei,2015,Trimethoprim,Diaminopyrimidines,15.33,38.99,ng/g,149
soil,soil,Jiangsu,2009,Chlortetracycline,Tetracyclines,256,4723,ng/g,100
soil,soil,Jiangsu,2009,Ciprofloxacin,Fluoroquinolones,9,9.4,ng/g,100
soil,soil,Jiangsu,2009,Doxycycline,Tetracyclines,7,10.8,ng/g,100
soil,soil,Jiangsu,2009,Enrofloxacin,Fluoroquinolones,NA,3,ng/g,100
soil,soil,Jiangsu,2009,Florfenicol,Phenicols,4,4.1,ng/g,100
soil,soil,Jiangsu,2009,Oxytetracycline,Tetracyclines,34.4,3511,ng/g,100
soil,soil,Jiangsu,2009,Sulfadiazine,Sulfonamides,NA,20.9,ng/g,100
soil,soil,Jiangsu,2009,Sulfadimidine,Sulfonamides,15.3,100,ng/g,100
soil,soil,Jiangsu,2009,Sulfadoxine,Sulfonamides,NA,33.2,ng/g,100
soil,soil,Jiangsu,2009,Sulfamethoxazole,Sulfonamides,5.9,25.5,ng/g,100
soil,soil,Jiangsu,2009,Tetracycline,Tetracyclines,26,763,ng/g,100
soil,soil,Jiangsu,2011,Chlortetracycline,Tetracyclines,21.6,NA,ng/g,210
soil,soil,Jiangsu,2011,Chlortetracycline,Tetracyclines,4331,NA,ng/g,210
soil,soil,Jiangsu,2011,Ciprofloxacin,Fluoroquinolones,505,NA,ng/g,210
soil,soil,Jiangsu,2011,Enrofloxacin,Fluoroquinolones,197,NA,ng/g,210
soil,soil,Jiangsu,2011,Oxytetracycline,Tetracyclines,36.83,NA,ng/g,210
soil,soil,Jiangsu,2011,Oxytetracycline,Tetracyclines,3212,NA,ng/g,210
soil,soil,Jiangsu,2011,Sulfadiazine,Sulfonamides,21.86,NA,ng/g,210
soil,soil,Jiangsu,2011,Sulfadimidine,Sulfonamides,0.18,NA,ng/g,202
soil,soil,Jiangsu,2011,Sulfadimidine,Sulfonamides,0.3,NA,ng/g,210
soil,soil,Jiangsu,2011,Sulfadimidine,Sulfonamides,18.89,NA,ng/g,210
soil,soil,Jiangsu,2011,Sulfadimidine,Sulfonamides,105.94,NA,ng/g,210
soil,soil,Jiangsu,2011,Sulfamerazine,Sulfonamides,0.18,NA,ng/g,210
soil,soil,Jiangsu,2011,Sulfamethoxazole,Sulfonamides,0.33,NA,ng/g,210
soil,soil,Jiangsu,2011,Sulfamethoxazole,Sulfonamides,20.92,NA,ng/g,210
soil,soil,Jiangsu,2011,Tetracycline,Tetracyclines,753,NA,ng/g,210
soil,soil,Jiangsu,2012,Chlortetracycline,Tetracyclines,2.1,NA,ng/g,86
soil,soil,Jiangsu,2012,Chlortetracycline,Tetracyclines,2.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Chlortetracycline,Tetracyclines,3.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Chlortetracycline,Tetracyclines,8.3,NA,ng/g,86
soil,soil,Jiangsu,2012,Chlortetracycline,Tetracyclines,9.8,NA,ng/g,86
soil,soil,Jiangsu,2012,Chlortetracycline,Tetracyclines,12.88,NA,ng/g,202
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,0.3,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,0.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,0.5,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,0.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,0.9,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,5.8,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,6.9,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,8.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,15.3,NA,ng/g,86
soil,soil,Jiangsu,2012,Ciprofloxacin,Fluoroquinolones,21.7,NA,ng/g,86
soil,soil,Jiangsu,2012,Doxycycline,Tetracyclines,1,NA,ng/g,86
soil,soil,Jiangsu,2012,Doxycycline,Tetracyclines,2.5,NA,ng/g,86
soil,soil,Jiangsu,2012,Doxycycline,Tetracyclines,2.7,NA,ng/g,86
soil,soil,Jiangsu,2012,Doxycycline,Tetracyclines,5,NA,ng/g,86
soil,soil,Jiangsu,2012,Doxycycline,Tetracyclines,27.5,NA,ng/g,86
soil,soil,Jiangsu,2012,Enrofloxacin,Fluoroquinolones,10,NA,ng/g,86
soil,soil,Jiangsu,2012,Enrofloxacin,Fluoroquinolones,10.7,NA,ng/g,86
soil,soil,Jiangsu,2012,Enrofloxacin,Fluoroquinolones,11.7,NA,ng/g,86
soil,soil,Jiangsu,2012,Enrofloxacin,Fluoroquinolones,13.9,NA,ng/g,86
soil,soil,Jiangsu,2012,Enrofloxacin,Fluoroquinolones,61.1,NA,ng/g,86
soil,soil,Jiangsu,2012,Norfloxacin,Fluoroquinolones,3.8,NA,ng/g,86
soil,soil,Jiangsu,2012,Norfloxacin,Fluoroquinolones,4.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Norfloxacin,Fluoroquinolones,4.9,NA,ng/g,86
soil,soil,Jiangsu,2012,Norfloxacin,Fluoroquinolones,6.1,NA,ng/g,86
soil,soil,Jiangsu,2012,Norfloxacin,Fluoroquinolones,15.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Ofloxacin,Fluoroquinolones,6.5,NA,ng/g,86
soil,soil,Jiangsu,2012,Ofloxacin,Fluoroquinolones,9.5,NA,ng/g,86
soil,soil,Jiangsu,2012,Ofloxacin,Fluoroquinolones,9.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Ofloxacin,Fluoroquinolones,13.2,NA,ng/g,86
soil,soil,Jiangsu,2012,Ofloxacin,Fluoroquinolones,14.8,NA,ng/g,86
soil,soil,Jiangsu,2012,Oxytetracycline,Tetracyclines,7.3,NA,ng/g,86
soil,soil,Jiangsu,2012,Oxytetracycline,Tetracyclines,10.7,NA,ng/g,86
soil,soil,Jiangsu,2012,Oxytetracycline,Tetracyclines,21.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Oxytetracycline,Tetracyclines,28.9,NA,ng/g,202
soil,soil,Jiangsu,2012,Oxytetracycline,Tetracyclines,34.87,NA,ng/g,210
soil,soil,Jiangsu,2012,Oxytetracycline,Tetracyclines,48.8,NA,ng/g,86
soil,soil,Jiangsu,2012,Oxytetracycline,Tetracyclines,397.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Roxithromycin,Macrolides,0.3,NA,ng/g,86
soil,soil,Jiangsu,2012,Roxithromycin,Macrolides,0.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Roxithromycin,Macrolides,0.5,NA,ng/g,86
soil,soil,Jiangsu,2012,Roxithromycin,Macrolides,1.3,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfachloropyridazine,Sulfonamides,1.2,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfachloropyridazine,Sulfonamides,1.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfachloropyridazine,Sulfonamides,3.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfachloropyridazine,Sulfonamides,3.9,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfachloropyridazine,Sulfonamides,5,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadiazine,Sulfonamides,0.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadiazine,Sulfonamides,0.7,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadimethoxine,Sulfonamides,0.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadimethoxine,Sulfonamides,0.7,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadimethoxine,Sulfonamides,0.8,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadimethoxine,Sulfonamides,0.9,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadimethoxine,Sulfonamides,1,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadimidine,Sulfonamides,0.9,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadimidine,Sulfonamides,1,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfadimidine,Sulfonamides,14.5,NA,ng/g,202
soil,soil,Jiangsu,2012,Sulfamethoxazole,Sulfonamides,0.5,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamethoxazole,Sulfonamides,0.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamethoxazole,Sulfonamides,0.7,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamonomethoxine,Sulfonamides,0.8,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamonomethoxine,Sulfonamides,0.9,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamonomethoxine,Sulfonamides,1,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamonomethoxine,Sulfonamides,1.2,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamonomethoxine,Sulfonamides,1.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamonomethoxine,Sulfonamides,2,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamonomethoxine,Sulfonamides,17.8,NA,ng/g,86
soil,soil,Jiangsu,2012,Sulfamonomethoxine,Sulfonamides,26.5,NA,ng/g,86
soil,soil,Jiangsu,2012,Tetracycline,Tetracyclines,1.3,NA,ng/g,86
soil,soil,Jiangsu,2012,Tetracycline,Tetracyclines,2.6,NA,ng/g,86
soil,soil,Jiangsu,2012,Tetracycline,Tetracyclines,3.2,NA,ng/g,86
soil,soil,Jiangsu,2012,Tetracycline,Tetracyclines,5.4,NA,ng/g,86
soil,soil,Jiangsu,2012,Tetracycline,Tetracyclines,27.4,NA,ng/g,86
soil,soil,Jiangsu,2013,Chlortetracycline,Tetracyclines,12.88,NA,ng/g,210
soil,soil,Jiangsu,2013,Oxytetracycline,Tetracyclines,28.9,NA,ng/g,210
soil,soil,Jiangsu,2013,Sulfadimidine,Sulfonamides,14.5,NA,ng/g,210
soil,soil,Jiangsu,2014,Ciprofloxacin,Fluoroquinolones,27.7,1030,ng/g,108
soil,soil,Jiangsu,2014,Doxycycline,Tetracyclines,13.9,105,ng/g,108
soil,soil,Jiangsu,2014,Enrofloxacin,Fluoroquinolones,3.98,237,ng/g,108
soil,soil,Jiangsu,2014,Norfloxacin,Fluoroquinolones,11.2,505,ng/g,108
soil,soil,Jiangsu,2014,Ofloxacin,Fluoroquinolones,5.86,498,ng/g,108
soil,soil,Jiangsu,2014,Oxytetracycline,Tetracyclines,18.9,530,ng/g,108
soil,soil,Jiangsu,2014,Sulfadiazine,Sulfonamides,0.03,0.91,ng/g,108
soil,soil,Jiangsu,2014,Sulfadimethoxine,Sulfonamides,0.29,2.44,ng/g,108
soil,soil,Jiangsu,2014,Sulfadimethoxine,Sulfonamides,1.46,21.5,ng/g,108
soil,soil,Jiangsu,2014,Sulfadimidine,Sulfonamides,0.01,0.63,ng/g,108
soil,soil,Jiangsu,2014,Sulfamerazine,Sulfonamides,0.01,0.71,ng/g,108
soil,soil,Jiangsu,2014,Sulfamethizole,Sulfonamides,0.55,111,ng/g,108
soil,soil,Jiangsu,2014,Tetracycline,Tetracyclines,2.07,197,ng/g,108
soil,soil,Jiangsu,2016,Azithromycin,Macrolides,11.34,83.04,ng/g,147
soil,soil,Jiangsu,2016,Chlortetracycline,Tetracyclines,21.46,222,ng/g,147
soil,soil,Jiangsu,2016,Ciprofloxacin,Fluoroquinolones,5.97,140,ng/g,147
soil,soil,Jiangsu,2016,Danofloxacin,Fluoroquinolones,0.22,0.92,ng/g,147
soil,soil,Jiangsu,2016,Doxycycline,Tetracyclines,12.5,94.1,ng/g,147
soil,soil,Jiangsu,2016,Enrofloxacin,Fluoroquinolones,6.54,141,ng/g,147
soil,soil,Jiangsu,2016,Florfenicol,Phenicols,0.06,0.72,ng/g,147
soil,soil,Jiangsu,2016,Oxytetracycline,Tetracyclines,37.1,415,ng/g,147
soil,soil,Jiangsu,2016,Sarafloxacin,Fluoroquinolones,0.06,0.7,ng/g,147
soil,soil,Jiangsu,2016,Sulfadiazine,Sulfonamides,0.01,0.67,ng/g,147
soil,soil,Jiangsu,2016,Sulfadimidine,Sulfonamides,0.11,2.48,ng/g,147
soil,soil,Jiangsu,2016,Sulfamethoxazole,Sulfonamides,0.56,9.29,ng/g,147
soil,soil,Jiangsu,2016,Sulfamonomethoxine,Sulfonamides,0.71,1.78,ng/g,147
soil,soil,Jiangsu,2016,Sulfaquinoxaline,Sulfonamides,1.22,15.39,ng/g,147
soil,soil,Jiangsu,2016,Tetracycline,Tetracyclines,11.69,60.44,ng/g,147
soil,soil,Jiangsu,2016,Tilmicosin,Macrolides,0.42,3.1,ng/g,147
soil,soil,Jiangsu,2016,Tylosin,Macrolides,0.48,2.46,ng/g,147
soil,soil,Jiangsu,NA,Chlortetracycline,Tetracyclines,486,NA,ng/g,83
soil,soil,Jiangsu,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Enrofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Ofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Oxytetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangsu,NA,Tetracycline,Tetracyclines,39.4,NA,ng/g,83
soil,soil,Jiangsu,NA,Tylosin,Macrolides,0,NA,ng/g,83
soil,soil,Jiangxi,2014,Apo-Oxytetracycline,Tetracyclines,1.18,8.939999999999998,ng/g,112
soil,soil,Jiangxi,2014,Apo-Oxytetracycline,Tetracyclines,9.38,59.77,ng/g,112
soil,soil,Jiangxi,2014,Chlortetracycline,Tetracyclines,2.83,46.62,ng/g,112
soil,soil,Jiangxi,2014,Doxycycline,Tetracyclines,1.86,14.05,ng/g,112
soil,soil,Jiangxi,2014,Epianhydrotetracycline,Tetracyclines,3.45,39.79,ng/g,112
soil,soil,Jiangxi,2014,Epitetracycline,Tetracyclines,0.21,3.46,ng/g,112
soil,soil,Jiangxi,2014,Isochlortetracycline,Tetracyclines,0.8399999999999999,21.82,ng/g,112
soil,soil,Jiangxi,2014,Oxytetracycline,Tetracyclines,21.59,50.92,ng/g,112
soil,soil,Jiangxi,2014,Tetracycline,Tetracyclines,0.69,5.67,ng/g,112
soil,soil,Jiangxi,NA,Apo-Oxytetracycline,Tetracyclines,1.18,NA,ng/g,104
soil,soil,Jiangxi,NA,Apo-Oxytetracycline,Tetracyclines,9.38,NA,ng/g,104
soil,soil,Jiangxi,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Jiangxi,NA,Chlortetracycline,Tetracyclines,2.83,NA,ng/g,104
soil,soil,Jiangxi,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Jiangxi,NA,Doxycycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Jiangxi,NA,Doxycycline,Tetracyclines,1.86,NA,ng/g,104
soil,soil,Jiangxi,NA,Enrofloxacin,Fluoroquinolones,5.866666666666667,NA,ng/g,83
soil,soil,Jiangxi,NA,Epianhydrotetracycline,Tetracyclines,3.45,NA,ng/g,104
soil,soil,Jiangxi,NA,Epitetracycline,Tetracyclines,0.21,NA,ng/g,104
soil,soil,Jiangxi,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Jiangxi,NA,Isochlortetracycline,Tetracyclines,0.8399999999999999,NA,ng/g,104
soil,soil,Jiangxi,NA,Norfloxacin,Fluoroquinolones,6.966666666666666,NA,ng/g,83
soil,soil,Jiangxi,NA,Ofloxacin,Fluoroquinolones,28.600000000000005,NA,ng/g,83
soil,soil,Jiangxi,NA,Oxytetracycline,Tetracyclines,21.59,NA,ng/g,104
soil,soil,Jiangxi,NA,Oxytetracycline,Tetracyclines,62.633333333333326,NA,ng/g,83
soil,soil,Jiangxi,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangxi,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangxi,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangxi,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jiangxi,NA,Sulfamethoxazole,Sulfonamides,39.96666666666666,NA,ng/g,83
soil,soil,Jiangxi,NA,Sulfamethoxydiazine,Sulfonamides,2.8733333333333326,NA,ng/g,83
soil,soil,Jiangxi,NA,Sulfamonomethoxine,Sulfonamides,6.166666666666667,NA,ng/g,83
soil,soil,Jiangxi,NA,Sulfathiazole,Sulfonamides,4.8,NA,ng/g,83
soil,soil,Jiangxi,NA,Tetracycline,Tetracyclines,0.69,NA,ng/g,104
soil,soil,Jiangxi,NA,Tetracycline,Tetracyclines,32.833333333333336,NA,ng/g,83
soil,soil,Jiangxi,NA,Tylosin,Macrolides,0,NA,ng/g,83
soil,soil,Jilin,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Jilin,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Jilin,NA,Doxycycline,Tetracyclines,16.75,NA,ng/g,83
soil,soil,Jilin,NA,Enrofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Jilin,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Jilin,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Jilin,NA,Ofloxacin,Fluoroquinolones,298.3,NA,ng/g,83
soil,soil,Jilin,NA,Oxytetracycline,Tetracyclines,9.2,NA,ng/g,83
soil,soil,Jilin,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jilin,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jilin,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jilin,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jilin,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Jilin,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Jilin,NA,Sulfamonomethoxine,Sulfonamides,2.435,NA,ng/g,83
soil,soil,Jilin,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Jilin,NA,Tetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Jilin,NA,Tylosin,Macrolides,0,NA,ng/g,83
soil,soil,Liaoning,2013,Chlortetracycline,Tetracyclines,1520.6,NA,ng/g,178
soil,soil,Liaoning,2013,Ciprofloxacin,Fluoroquinolones,10.525,11.1,ng/g,171
soil,soil,Liaoning,2013,Ciprofloxacin,Fluoroquinolones,32.87647058823529,NA,ng/g,178
soil,soil,Liaoning,2013,Doxycycline,Tetracyclines,159.07647058823528,NA,ng/g,178
soil,soil,Liaoning,2013,Enrofloxacin,Fluoroquinolones,5.775,6.15,ng/g,171
soil,soil,Liaoning,2013,Enrofloxacin,Fluoroquinolones,32.352941176470594,NA,ng/g,178
soil,soil,Liaoning,2013,Erythromycin,Macrolides,1.023529411764706,NA,ng/g,178
soil,soil,Liaoning,2013,Furazolidone,Other,5.270588235294118,NA,ng/g,178
soil,soil,Liaoning,2013,Lomefloxacin,Fluoroquinolones,0.475,0.55,ng/g,171
soil,soil,Liaoning,2013,Norfloxacin,Fluoroquinolones,3.575,3.7,ng/g,171
soil,soil,Liaoning,2013,Ofloxacin,Fluoroquinolones,3.425,3.65,ng/g,171
soil,soil,Liaoning,2013,Ofloxacin,Fluoroquinolones,15.964705882352945,NA,ng/g,178
soil,soil,Liaoning,2013,Oxytetracycline,Tetracyclines,124.80000000000004,NA,ng/g,178
soil,soil,Liaoning,2013,Pipemidic Acid,Quinolones,0.35,0.4,ng/g,171
soil,soil,Liaoning,2013,Roxithromycin,Macrolides,14.32941176470588,NA,ng/g,178
soil,soil,Liaoning,2013,Sulfachloropyridazine,Sulfonamides,20.91764705882353,NA,ng/g,178
soil,soil,Liaoning,2013,Sulfadiazine,Sulfonamides,0.18823529411764703,NA,ng/g,178
soil,soil,Liaoning,2013,Sulfadimidine,Sulfonamides,42.97058823529412,NA,ng/g,178
soil,soil,Liaoning,2013,Sulfamethoxazole,Sulfonamides,12.323529411764705,NA,ng/g,178
soil,soil,Liaoning,2013,Sulfamonomethoxine,Sulfonamides,1.7058823529411762,NA,ng/g,178
soil,soil,Liaoning,2013,Tetracycline,Tetracyclines,23.22941176470588,NA,ng/g,178
soil,soil,Liaoning,2013,Trimethoprim,Diaminopyrimidines,15.241176470588233,NA,ng/g,178
soil,soil,Liaoning,2013,Tylosin,Macrolides,8.147058823529413,NA,ng/g,178
soil,soil,Ningxia,NA,Ciprofloxacin,Fluoroquinolones,33.2,NA,ng/g,NEW_NINGXIA_SHEN_2022
soil,soil,Ningxia,NA,Enrofloxacin,Fluoroquinolones,172.2,NA,ng/g,NEW_NINGXIA_SHEN_2022
soil,soil,Ningxia,NA,Neomycin,Other,17.6,NA,ng/g,NEW_NINGXIA_SHEN_2022
soil,soil,Ningxia,NA,Ofloxacin,Fluoroquinolones,83.5,NA,ng/g,NEW_NINGXIA_SHEN_2022
soil,soil,Ningxia,NA,Oxytetracycline,Tetracyclines,57.2,NA,ng/g,NEW_NINGXIA_SHEN_2022
soil,soil,Ningxia,NA,Pefloxacin,Fluoroquinolones,6.5,NA,ng/g,NEW_NINGXIA_SHEN_2022
soil,soil,Ningxia,NA,Pefloxacin,Fluoroquinolones,26.6,NA,ng/g,NEW_NINGXIA_SHEN_2022
soil,soil,Shandong,2010,Chloramphenicol,Phenicols,0,NA,ng/g,189
soil,soil,Shandong,2010,Chlortetracycline,Tetracyclines,71.24,391.31,ng/g,189
soil,soil,Shandong,2010,Ciprofloxacin,Fluoroquinolones,104.4,651.6,ng/g,207
soil,soil,Shandong,2010,Ciprofloxacin,Fluoroquinolones,105.8,651.6,ng/g,188
soil,soil,Shandong,2010,Ciprofloxacin,Fluoroquinolones,651.6,2.4,ng/g,91
soil,soil,Shandong,2010,Doxycycline,Tetracyclines,66.31,248.56,ng/g,189
soil,soil,Shandong,2010,Enrofloxacin,Fluoroquinolones,18.6,166.9,ng/g,188
soil,soil,Shandong,2010,Enrofloxacin,Fluoroquinolones,18.6,167,ng/g,207
