sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Norfloxacin,fluoroquinolones,1.574,12.842,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Norfloxacin,fluoroquinolones,0.484,1.137,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Norfloxacin,fluoroquinolones,0.322,1.442,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Norfloxacin,fluoroquinolones,0.981707317073171,12.84,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Zhangxi watershed",Norfloxacin,fluoroquinolones,1.24,NA,g/kg dw,2016,summer,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),26,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Soil+contamination+with+antibiotics+in+a+typical+peri-urban+area+in+eastern+China%3A+Seasonal+variation%2C+risk+assessment%2C+and+microbial+responses
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Ofloxacin,fluoroquinolones,2.965,21.659,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Ofloxacin,fluoroquinolones,0.085,0.509,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Ofloxacin,fluoroquinolones,0.022,0.17,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Ofloxacin,fluoroquinolones,1.54036585365854,21.66,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Oxytetracycline,tetracyclines,2.383,61.06,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Oxytetracycline,tetracyclines,1.2190243902439,61,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Perfloxacin,fluoroquinolones,0.358,2.616,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Perfloxacin,fluoroquinolones,0.049,0.222,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Perfloxacin,fluoroquinolones,0.068,0.245,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Perfloxacin,fluoroquinolones,0.215853658536585,2.62,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Roxithromycin,macrolides,0.005,0.142,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Roxithromycin,macrolides,0.026,0.143,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Roxithromycin,macrolides,0.007,0.05,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Roxithromycin,macrolides,0.0296341463414634,0.14,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",SPiramycin,macrolides,0.003,0.105,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",SPiramycin,macrolides,0.005,0.05,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sarafloxacin,fluoroquinolones,0.044,0.499,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sarafloxacin,fluoroquinolones,0.028,0.144,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sarafloxacin,fluoroquinolones,0.033,0.245,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Sarafloxacin,fluoroquinolones,0.0351219512195122,0.5,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Spiramycin,macrolides,0.0174146341463415,0.11,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sulfachloropyridazine,sulfonamides,0.006,0.135,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sulfachloropyridazine,sulfonamides,0.022,0.05,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sulfamethazine,sulfonamides,0.041,0.375,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Sulfamethazine,sulfonamides,0.0204878048780488,0.38,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sulfamethizol,sulfonamides,0.013,0.053,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sulfamethizol,sulfonamides,0.028,0.053,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sulfamethizol,sulfonamides,0.014,0.053,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Sulfamethizol,sulfonamides,0.0126829268292683,0.05,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sulfamethoxazole,sulfonamides,0.01,0.196,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi Basin",Sulfamethoxazole,sulfonamides,0.002,0.062,g/kg dw,2016,summer,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),113,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.13227/j.hjkx.201705243
soil,Zhejiang,"Ningbo, Haishu District, Zhangxi catchment",Sulfamethoxazole,sulfonamides,0.00582926829268293,0.2,g/kg dw,2016,summer,"Zhao, F. et al. Distribution, dynamics and determinants of antibiotics in soils in a peri-urban area of Yangtze River Delta, Eastern China. Chemosphere 211 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),156,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Distribution%2C+dynamics+and+determinants+of+antibiotics+in+soils+in+a+peri-urban+area+of+Yangtze+River+Delta%2C+Eastern+China
